# Field        RA              Dec               RAx           DECx          GAL_LONG             GAL_LAT                USNO     Hari    Hari_dat   ugr     ugr_dat    comment      started   finished   observe   DR1-red   DR1-blue   ESO-red   ESO-blue   DR2-red   DR2-blue  
  vphas_0346   111.147540984   -11.6129032258    07:24:35.41   -11:36:46.5   227.0356303806263    1.9413698154909909     42667    true    20150128   true    20150309   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0347   112.131147541   -11.6129032258    07:28:31.48   -11:36:46.5   227.49309954333572   2.789520634388011      45843    true    20150128   true    20150309   ""           true      true       true      false     false      false     false      ""        ""        
  vphas_0348   113.114754098   -11.6129032258    07:32:27.54   -11:36:46.5   227.95416216603147   3.6359072692716823     50745    true    20150128   false   ""         ""           true      false      true      false     false      false     false      ""        ""        
  vphas_0349   114.098360656   -11.6129032258    07:36:23.61   -11:36:46.5   228.41902084420948   4.480460491888206      45592    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0350   271.475409836   -11.6129032258    18:05:54.10   -11:36:46.5   17.37587958913108    4.604960857615805      51670    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0351   272.459016393   -11.6129032258    18:09:50.16   -11:36:46.5   17.841315922283496   3.7606842421508424     46450    false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0352   273.442622951   -11.6129032258    18:13:46.23   -11:36:46.5   18.302926045180058   2.9145638234901603     34804    true    20120610   true    20120810   pl           true      true       true      true      true       true      true       true      true      
  vphas_0353   274.426229508   -11.6129032258    18:17:42.30   -11:36:46.5   18.760912985400395   2.0666691276140305     42868    true    20120610   true    20120810   pl           true      true       true      true      true       true      true       true      true      
  vphas_0354   275.409836066   -11.6129032258    18:21:38.36   -11:36:46.5   19.21547694244956    1.2170677236156096     95124    true    20120716   true    20120819   ""           true      true       true      true      true       true      true       true      true      
  vphas_0355   276.393442623   -11.6129032258    18:25:34.43   -11:36:46.5   19.66681553533031    0.3658253366556428     62890    true    20120716   true    20120819   ""           true      true       true      true      true       true      true       true      true      
  vphas_0356   277.37704918    -11.6129032258    18:29:30.49   -11:36:46.5   20.115124057939365   -0.4869940554304795    50606    true    20130604   true    20140803   ""           true      true       true      false     false      true      false      true      false     
  vphas_0357   278.360655738   -11.6129032258    18:33:26.56   -11:36:46.5   20.560595731010565   -1.3413281200692686    138615   true    20130604   true    20140803   ""           true      true       true      false     false      true      false      true      false     
  vphas_0358   279.344262295   -11.6129032258    18:37:22.62   -11:36:46.5   21.003421955690378   -2.1971160707870023    162866   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0359   280.327868852   -11.6129032258    18:41:18.69   -11:36:46.5   21.443792573187448   -3.054298578567639     177034   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0360   281.31147541    -11.6129032258    18:45:14.75   -11:36:46.5   21.881896122830632   -3.9128176778615145    162410   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
  vphas_0361   282.295081967   -11.6129032258    18:49:10.82   -11:36:46.5   22.31792010319892    -4.77261667479651      175824   false   ""         false   ""         ""           false     false      true      false     false      false     false      ""        ""        
